FECHA,HORA,MINUTOS,N  ABEJAS/ VISITA,N POLINIZADORES / VISITA,TEMPERATURA,ESPECIE,,,
11/18/2020,9,50,0,1,24,MOSCA,,,
11/18/2020,9,50,0,1,25,MOSCA,,,
11/18/2020,10,29,0,1,27,MOSCA,,,
11/18/2020,10,26,0,1,27,MOSCA,,,
11/18/2020,10,27,0,1,27,MOSCA,,,
11/18/2020,10,27,0,1,27,MOSCA,,,
11/18/2020,10,29,0,1,27,MOSCA,,,
11/18/2020,15,45,0,1,35,MOSCA,,,
11/18/2020,15,46,0,1,35,MOSCA,,,
11/18/2020,15,46,0,1,35,MOSCA,SALE DE FOCO LA UMBELLA,,
11/18/2020,16,21,0,1,37,MOSCA,,,
11/19/2020,7,36,0,1,13,MOSCA,,,
11/19/2020,9,57,0,1,26,MOSCA,,,
11/19/2020,9,58,0,1,26,MOSCA,,,
11/19/2020,11,29,0,1,30,MOSCA,,,
11/19/2020,15,30,0,1,34,MOSCA,,,
11/19/2020,15,30,0,1,34,MOSCA,,,
11/19/2020,15,31,0,1,34,MOSCA,,,
11/19/2020,15,32,0,1,34,MOSCA,,,
11/19/2020,15,32,0,1,34,MOSCA,,,
11/19/2020,17,38,0,1,25,MOSCA,,,
11/19/2020,18,11,0,1,24,MOSCA,,,
11/19/2020,18,11,0,1,24,MOSCA,,,
11/19/2020,18,58,0,1,23,MOSCA,,,
11/19/2020,18,59,0,1,23,MOSCA,,,
11/19/2020,18,59,0,1,23,MOSCA,,,
11/19/2020,19,4,0,1,23,MOSCA,,,
11/20/2020,7,43,0,1,12,MOSCA,,,
11/20/2020,11,37,0,1,30,COCCINELIDO (V DE SAN ANTONIO),,,
11/20/2020,11,37,0,1,30,COCCINELIDO (V DE SAN ANTONIO),,,
11/20/2020,11,38,0,1,30,COCCINELIDO (V DE SAN ANTONIO),,,
11/20/2020,18,54,0,1,36,MOSCA,,,
11/20/2020,19,27,0,1,33,MOSCA,,,
11/20/2020,19,38,0,1,31,MOSCA,,,
11/20/2020,19,39,0,1,31,MOSCA,,,
11/21/2020,9,46,0,1,25,MOSCA,,,
11/21/2020,9,47,0,1,25,MOSCA,,,
11/21/2020,10,52,0,1,28,MOSCA,,,
11/21/2020,11,53,0,1,30,MOSCA,,,
11/21/2020,11,53,0,1,30,MOSCA,,,
11/22/2020,19,0,0,1,35,MOSCA,,,
11/22/2020,19,58,0,1,31,MOSCA,,,
11/23/2020,7,30,0,1,18,MOSCA,entra en foco otra mitad de umbella,,
11/23/2020,7,30,0,1,18,MOSCA,,,
11/23/2020,7,31,0,1,18,MOSCA,,,
11/23/2020,7,31,0,1,18,MOSCA,,,
11/23/2020,7,32,0,1,18,MOSCA,,,
11/23/2020,7,32,0,1,18,MOSCA,,,
11/23/2020,7,33,0,1,18,MOSCA,,,
11/23/2020,7,33,0,1,18,MOSCA,,,
11/23/2020,7,34,0,1,18,MOSCA,,,
11/23/2020,7,34,0,1,18,MOSCA,,,
11/23/2020,7,35,0,1,18,MOSCA,,,
11/23/2020,7,35,0,1,18,MOSCA,,,
11/23/2020,7,36,0,1,18,MOSCA,,,
11/23/2020,7,36,0,1,18,MOSCA,,,
11/23/2020,7,37,0,1,18,MOSCA,,,
11/23/2020,7,37,0,1,19,MOSCA,,,
11/23/2020,7,38,0,1,19,MOSCA,,,
11/23/2020,7,38,0,1,19,MOSCA,,,
11/23/2020,7,39,0,1,19,MOSCA,,,
11/23/2020,7,39,0,1,19,MOSCA,,,
11/23/2020,7,40,0,1,19,MOSCA,,,
11/23/2020,7,40,0,1,19,MOSCA,,,
11/23/2020,7,41,0,1,19,MOSCA,,,
11/23/2020,7,41,0,1,19,MOSCA,,,
11/23/2020,7,42,0,1,19,MOSCA,,,
11/23/2020,7,42,0,1,19,MOSCA,,,
11/23/2020,7,43,0,1,19,MOSCA,,,
11/23/2020,7,44,0,1,19,MOSCA,,,
11/23/2020,7,50,0,1,19,MOSCA,,,
11/23/2020,18,32,0,1,37,MOSCA,,,
11/23/2020,18,33,0,1,37,MOSCA,,,
11/23/2020,19,36,0,1,29,MOSCA,,,
11/24/2020,7,3,0,1,18,MOSCA,,,
11/24/2020,9,54,0,1,23,MOSCA,,,
11/24/2020,10,52,0,1,27,MOSCA,,,
11/24/2020,12,31,0,2,32,MOSCA,,,
11/24/2020,12,32,0,1,32,MOSCA,,,
11/24/2020,12,32,0,1,32,MOSCA,,,
11/24/2020,12,44,0,1,32,MOSCA,,,
11/24/2020,14,53,0,1,34,MOSCA,,,
11/24/2020,16,30,0,1,38,MOSCA,,,
11/24/2020,18,26,0,1,36,MOSCA,,,
11/24/2020,18,38,0,1,37,MOSCA,,,
11/24/2020,18,38,0,1,37,MOSCA,,,
11/24/2020,18,44,0,1,37,MOSCA,,,
11/24/2020,19,17,0,1,35,MOSCA,,,
11/26/2020,8,19,0,1,35,MOSCA,"se observa en umbela de atrás mosca por mas de 30 min, umbella principal fuera de foco",,
11/26/2020,9,51,0,1,23,MOSCA,,,
11/26/2020,17,16,0,1,34,MOSCA,,,
11/26/2020,18,16,0,1,32,MOSCA,,,
11/26/2020,18,17,0,1,32,MOSCA,,,
11/26/2020,18,17,0,1,32,MOSCA,,,
11/26/2020,18,43,0,1,33,MOSCA,,,
11/26/2020,19,34,0,1,29,MOSCA,,,
11/26/2020,19,34,0,1,29,MOSCA,,,
11/26/2020,19,35,0,1,29,MOSCA,,,
11/26/2020,19,35,0,1,29,MOSCA,,,
11/26/2020,19,36,0,1,29,MOSCA,,,
11/26/2020,19,36,0,1,29,MOSCA,,,
11/26/2020,19,37,0,1,29,MOSCA,,,
11/26/2020,19,38,0,1,38,MOSCA,CAMBIO TARJETA DE MEMORIA DÍA 27/11,,
12/9/2020,14,15,1,0,37,ABEJA,,,
12/9/2020,14,45,1,0,38,ABEJA,,,
12/10/2020,15,57,0,1,44,MOSQUITO,,,
12/10/2020,15,58,0,1,44,MOSQUITO,,,
12/10/2020,15,58,0,1,44,MOSQUITO,,,
12/10/2020,18,3,0,1,44,MOSCA,,,
12/10/2020,18,3,0,1,44,MOSCA,,,
12/10/2020,18,4,0,1,44,MOSCA,,,
12/10/2020,18,4,0,1,43,MOSCA,,,
12/10/2020,19,5,1,0,43,ABEJA,,,
12/10/2020,19,6,0,1,43,MOSCA,,,
12/10/2020,19,10,0,1,42,MOSCA,,,
12/10/2020,19,13,0,1,42,MOSCA,,,
12/10/2020,19,14,0,1,42,MOSCA,,,
12/10/2020,19,15,0,1,42,MOSCA,,,
12/10/2020,19,15,0,1,42,MOSCA,,,
12/10/2020,19,16,0,1,42,MOSCA,,,
12/10/2020,19,19,0,1,41,MOSCA,,,
12/10/2020,19,19,0,1,41,MOSCA,,,
12/10/2020,19,23,0,1,41,MOSCA,,,
12/10/2020,19,24,0,1,41,MOSCA,,,
12/10/2020,19,24,0,1,41,MOSCA,,,
12/10/2020,19,25,0,1,41,MOSCA,,,
12/10/2020,19,25,0,1,41,MOSCA,,,
12/10/2020,19,26,0,1,41,MOSCA,,,
12/10/2020,19,27,0,1,41,MOSCA,,,
12/10/2020,19,28,0,1,40,MOSCA,,,
12/10/2020,19,29,0,1,40,MOSCA,,,
12/10/2020,19,30,0,1,40,MOSCA,,,
12/10/2020,19,32,0,1,40,MOSCA,,,
12/10/2020,19,32,0,1,40,MOSCA,,,
12/10/2020,9,33,0,1,40,MOSCA,,,
12/10/2020,19,34,0,1,40,MOSCA,,,
12/10/2020,19,34,0,1,40,MOSCA,,,
12/10/2020,19,35,0,1,40,MOSCA,,,
12/10/2020,19,36,0,1,40,MOSCA,,,
12/10/2020,19,38,0,1,40,MOSCA,,,
12/10/2020,19,39,0,1,40,MOSCA,,,
12/10/2020,19,39,0,1,39,MOSCA,,,
12/10/2020,19,43,0,1,39,MOSCA,,,
12/11/2020,7,1,0,1,11,MOSCA,,,
12/11/2020,7,1,0,1,11,MOSCA,,,
12/11/2020,7,2,0,1,11,MOSCA,,,
12/11/2020,7,2,0,1,11,MOSCA,,,
12/11/2020,7,3,0,1,11,MOSCA,,,
12/11/2020,7,3,0,1,11,MOSCA,,,
12/11/2020,7,4,0,1,11,MOSCA,,,
12/11/2020,7,4,0,1,11,MOSCA,,,
12/11/2020,7,5,0,1,11,MOSCA,,,
12/11/2020,7,5,0,1,11,MOSCA,,,
12/11/2020,7,6,0,1,11,MOSCA,,,
12/11/2020,7,6,0,1,11,MOSCA,,,
12/11/2020,7,7,0,1,12,MOSCA,,,
12/11/2020,7,7,0,1,12,MOSCA,,,
12/11/2020,7,8,0,1,12,MOSCA,,,
12/11/2020,7,8,0,1,12,MOSCA,,,
12/11/2020,7,9,0,1,12,MOSCA,,,
12/11/2020,7,9,0,1,12,MOSCA,,,
12/11/2020,7,10,0,1,12,MOSCA,,,
12/11/2020,7,58,0,1,15,MOSCA,,,
12/11/2020,7,59,0,1,15,MOSCA,,,
12/11/2020,7,59,0,1,15,MOSCA,,,
12/11/2020,12,55,1,0,30,MOSCA,,,
12/11/2020,17,0,0,1,37,AVISPA,,,
12/11/2020,17,0,0,1,37,AVISPA,,,
12/11/2020,17,1,0,1,37,AVISPA,,,
12/11/2020,17,1,0,1,37,AVISPA,,,
12/11/2020,17,2,0,1,37,AVISPA,,,
12/11/2020,17,2,0,1,37,AVISPA,,,
12/11/2020,17,3,0,1,37,AVISPA,,,
12/11/2020,17,3,0,1,37,AVISPA,,,
12/11/2020,17,4,0,1,37,AVISPA,,,
12/11/2020,17,4,0,1,37,AVISPA,,,
12/11/2020,17,5,0,1,37,AVISPA,,,
12/11/2020,17,5,0,1,37,AVISPA,,,
12/11/2020,17,6,0,1,37,AVISPA,,,
12/11/2020,17,6,0,1,37,AVISPA,,,
12/11/2020,17,7,0,1,37,AVISPA,,,
12/11/2020,17,7,0,1,37,AVISPA,,,
12/11/2020,17,8,0,1,37,AVISPA,,,
12/11/2020,17,8,0,1,37,AVISPA,,,
12/11/2020,17,9,0,1,37,AVISPA,,,
12/11/2020,17,9,0,1,37,AVISPA,,,
12/11/2020,17,10,0,1,37,AVISPA,,,
12/11/2020,17,10,0,1,37,AVISPA,,,
12/11/2020,17,11,0,1,37,AVISPA,,,
12/11/2020,17,56,0,1,37,MOSCA,,,
12/11/2020,17,57,0,1,37,MOSCA,,,
12/11/2020,18,0,0,1,37,MOSCA,,,
12/11/2020,19,48,0,1,31,MOSCA,,,
12/12/2020,7,52,0,1,14,MOSCA,,,
12/12/2020,7,52,0,1,14,MOSCA,,,
12/12/2020,7,53,0,1,14,MOSCA,,,
12/12/2020,7,53,0,1,14,MOSCA,,,
12/12/2020,7,54,0,1,14,MOSCA,,,
12/12/2020,7,54,0,1,14,MOSCA,,,
12/12/2020,7,55,0,1,15,MOSCA,,,
12/12/2020,7,55,0,1,15,MOSCA,,,
12/12/2020,7,56,0,1,15,MOSCA,,,
12/12/2020,7,56,0,1,15,MOSCA,,,
12/12/2020,7,57,0,1,15,MOSCA,,,
12/12/2020,7,57,0,1,15,MOSCA,,,
12/12/2020,7,58,0,1,15,MOSCA,,,
12/12/2020,7,58,0,1,15,MOSCA,,,
12/12/2020,7,59,0,1,15,MOSCA,,,
12/12/2020,7,59,0,1,15,MOSCA,,,
12/12/2020,9,37,0,1,28,MOSCA,,,
12/12/2020,9,38,0,1,28,MOSCA,,,
12/12/2020,9,38,0,1,28,MOSCA,,,
12/12/2020,11,43,0,1,36,AVISPA,,,
12/12/2020,11,56,0,1,36,AVISPA,,,
12/12/2020,11,56,0,1,36,AVISPA,,,
12/12/2020,12,6,1,0,36,ABEJA,,,
12/12/2020,12,7,1,0,36,ABEJA,,,
12/12/2020,12,7,1,0,36,ABEJA,,,
12/12/2020,12,8,1,0,36,ABEJA,,,
12/12/2020,12,8,1,0,36,ABEJA,,,
12/12/2020,18,16,1,0,45,ABEJA,,,
12/12/2020,19,27,0,1,39,MOSCA,,,
12/12/2020,19,32,0,1,39,MOSCA,,,
12/12/2020,19,32,0,1,39,MOSCA,,,
12/12/2020,19,45,0,1,38,MOSCA,,,
12/12/2020,19,48,0,1,38,MOSCA,,,
12/12/2020,19,48,0,1,38,MOSCA,,,
12/12/2020,19,49,0,1,38,MOSCA,,,
12/13/2020,16,37,1,0,36,ABEJA,,,
12/13/2020,16,37,1,0,36,ABEJA,,,
12/13/2020,16,38,1,0,36,ABEJA,,,
12/13/2020,16,38,1,0,36,ABEJA,,,
12/13/2020,16,39,1,0,36,ABEJA,,,
12/13/2020,16,39,1,0,37,ABEJA,,,
12/13/2020,17,6,0,1,37,MOSCA,,,
12/13/2020,17,56,0,1,37,MOSCA,,,
12/13/2020,17,57,0,1,37,MOSCA,,,
12/13/2020,18,25,0,1,35,MOSCA,,,
12/13/2020,18,26,0,1,35,MOSCA,,,
12/13/2020,18,26,0,2,35,MOSCA,,,
12/13/2020,18,27,0,2,35,MOSCA,,,
12/13/2020,18,28,0,1,35,MOSCA,,,
12/13/2020,18,30,0,1,35,MOSCA,,,
12/13/2020,18,51,0,1,35,MOSCA,,,
12/13/2020,18,53,0,1,35,MOSCA,,,
12/13/2020,18,53,0,1,35,MOSCA,,,
12/13/2020,18,55,0,1,35,MOSCA,,,
12/13/2020,18,57,0,1,35,MOSCA,,,
12/13/2020,18,58,0,1,35,MOSCA,,,
12/13/2020,18,58,0,1,35,MOSCA,,,
12/13/2020,18,59,0,1,35,MOSCA,,,
12/13/2020,19,7,0,1,34,MOSCA,,,
12/14/2020,9,53,0,1,28,MOSCA,,,
