FECHA,HORA,MINUTOS,N  ABEJAS/ VISITA,N MOSCAS / VISITA,TEMPERATURA,ESPECIE,,,,
6/11/2020,16,53,2,0,41,ABEJA,,,,
6/11/2020,16,53,1,0,41,ABEJA,,,,
6/11/2020,16,54,2,0,41,ABEJA,,,,
6/11/2020,16,55,2,0,41,ABEJA,,,,
6/11/2020,16,55,2,0,41,ABEJA,,,,
6/11/2020,16,56,1,0,41,ABEJA,,,,
6/11/2020,16,56,1,0,41,ABEJA,,,,
6/11/2020,16,57,1,0,41,ABEJA,,,,
6/11/2020,16,57,1,0,41,ABEJA,,,,
6/11/2020,16,58,1,0,42,ABEJA,,,,
6/11/2020,16,58,1,0,42,ABEJA,,,,
6/11/2020,16,59,1,0,42,ABEJA,,,,
6/11/2020,17,2,1,0,42,ABEJA,,,,
6/11/2020,17,6,1,0,42,ABEJA,,,,
6/11/2020,17,6,1,0,42,ABEJA,,,,
6/11/2020,17,7,1,0,42,ABEJA,,,,
6/11/2020,17,8,1,0,42,ABEJA,,,,
6/11/2020,17,8,1,0,42,ABEJA,,,,
6/11/2020,17,12,1,0,42,ABEJA,,,,
6/11/2020,17,12,1,0,42,ABEJA,,,,
6/11/2020,17,13,1,0,42,ABEJA,,,,
6/11/2020,17,13,1,0,42,ABEJA,,,,
6/11/2020,17,13,1,0,42,ABEJA,,,,
6/11/2020,17,14,3,0,42,ABEJA,,,,
6/11/2020,17,15,2,0,42,ABEJA,,,,
6/11/2020,17,15,2,0,42,ABEJA,,,,
6/11/2020,17,16,1,0,42,ABEJA,,,,
6/11/2020,17,17,1,0,42,ABEJA,,,,
6/11/2020,17,17,1,0,42,ABEJA,,,,
6/11/2020,17,22,1,0,42,ABEJA,,,,
6/11/2020,17,23,1,0,42,ABEJA,,,,
6/11/2020,17,24,1,0,42,ABEJA,,,,
6/11/2020,17,24,1,0,42,ABEJA,,,,
6/11/2020,17,29,1,0,42,ABEJA,,,,
6/11/2020,17,30,1,0,42,ABEJA,,,,
6/11/2020,17,32,1,0,43,ABEJA,,,,
6/11/2020,17,34,1,0,43,ABEJA,,,,
6/11/2020,17,34,1,0,43,ABEJA,,,,
6/11/2020,17,35,1,0,43,ABEJA,,,,
6/11/2020,17,35,1,0,43,ABEJA,,,,
6/11/2020,17,38,1,0,43,ABEJA,,,,
6/11/2020,17,45,1,0,43,ABEJA,,,,
6/11/2020,17,46,1,0,43,ABEJA,,,,
6/11/2020,17,46,2,0,43,ABEJA,,,,
6/11/2020,17,47,1,0,43,ABEJA,,,,
6/11/2020,17,47,1,0,43,ABEJA,,,,
6/11/2020,17,48,1,0,43,ABEJA,,,,
6/11/2020,17,51,1,0,43,ABEJA,,,,
6/11/2020,17,52,1,0,43,ABEJA,,,,
6/11/2020,17,52,1,0,43,ABEJA,,,,
6/11/2020,17,53,1,0,43,ABEJA,,,,
6/11/2020,17,54,1,0,43,ABEJA,,,,
6/11/2020,17,54,1,0,43,ABEJA,,,,
6/11/2020,17,55,1,0,43,ABEJA,,,,
6/11/2020,17,55,1,0,43,ABEJA,,,,
6/11/2020,17,56,1,0,43,ABEJA,,,,
6/11/2020,17,56,1,0,43,ABEJA,,,,
6/11/2020,17,57,2,0,43,ABEJA,,,,
6/11/2020,18,0,1,0,43,ABEJA,,,,
6/11/2020,18,0,2,0,43,ABEJA,,,,
6/11/2020,18,1,1,0,43,ABEJA,,,,
6/11/2020,18,1,1,0,43,ABEJA,,,,
6/11/2020,18,2,1,0,43,ABEJA,,,,
6/11/2020,18,2,1,0,43,ABEJA,,,,
6/11/2020,18,3,1,0,43,ABEJA,,,,
6/11/2020,18,3,1,0,43,ABEJA,,,,
6/11/2020,18,4,2,0,43,ABEJA,,,,
6/11/2020,18,5,1,0,43,ABEJA,,,,
6/11/2020,18,5,1,0,43,ABEJA,,,,
6/11/2020,18,6,1,0,43,ABEJA,,,,
6/11/2020,18,7,1,0,43,ABEJA,,,,
6/11/2020,18,10,1,0,43,ABEJA,,,,
6/11/2020,18,11,1,0,43,ABEJA,,,,
6/11/2020,18,12,1,0,42,ABEJA,,,,
6/11/2020,18,13,1,0,42,ABEJA,,,,
6/11/2020,18,14,1,0,42,ABEJA,,,,
6/11/2020,18,15,1,0,42,ABEJA,,,,
6/11/2020,18,16,2,0,42,ABEJA,,,,
6/11/2020,18,16,1,0,42,ABEJA,,,,
6/11/2020,18,17,1,0,42,ABEJA,,,,
6/11/2020,18,18,1,0,42,ABEJA,,,,
6/11/2020,18,19,2,0,42,ABEJA,,,,
6/11/2020,18,20,1,0,42,ABEJA,,,,
6/11/2020,18,21,1,0,42,ABEJA,,,,
6/11/2020,18,21,1,0,42,ABEJA,,,,
6/11/2020,18,22,1,0,42,ABEJA,,,,
6/11/2020,18,23,1,0,42,ABEJA,,,,
6/11/2020,18,26,1,0,42,ABEJA,,,,
6/11/2020,18,29,1,0,42,ABEJA,,,,
6/11/2020,18,29,1,0,42,ABEJA,,,,
6/11/2020,18,30,1,0,42,ABEJA,,,,
6/11/2020,18,31,1,0,42,ABEJA,,,,
6/11/2020,18,32,1,0,42,ABEJA,,,,
6/11/2020,18,32,1,0,42,ABEJA,,,,
6/11/2020,18,33,1,0,42,ABEJA,,,,
6/11/2020,18,33,1,0,42,ABEJA,,,,
6/11/2020,18,34,1,0,42,ABEJA,,,,
6/11/2020,18,34,1,0,42,ABEJA,,,,
6/11/2020,18,35,1,0,42,ABEJA,,,,
6/11/2020,18,37,1,0,42,ABEJA,,,,
6/11/2020,18,38,1,0,42,ABEJA,,,,
6/11/2020,18,38,1,0,42,ABEJA,,,,
6/11/2020,18,39,1,0,41,ABEJA,,,,
6/11/2020,18,39,1,0,41,ABEJA,,,,
6/11/2020,18,40,1,0,41,ABEJA,,,,
6/11/2020,18,43,1,0,41,ABEJA,,,,
6/11/2020,18,47,1,0,40,ABEJA,,,,
6/11/2020,18,48,2,0,40,ABEJA,,,,
6/11/2020,18,50,2,0,39,ABEJA,,,,
6/11/2020,18,53,1,0,39,ABEJA,,,,
6/11/2020,18,59,1,0,37,ABEJA,,,,
6/11/2020,18,59,1,0,37,ABEJA,,,,
6/11/2020,19,1,1,0,37,ABEJA,,,,
6/11/2020,19,7,1,0,36,ABEJA,,,,
6/11/2020,19,7,1,0,36,ABEJA,,,,
6/11/2020,19,42,0,1,32,MOSCA,,,,
6/11/2020,19,43,0,1,32,MOSCA,,,,
6/11/2020,19,44,0,1,32,MOSCA,,,,
6/11/2020,19,44,0,1,32,MOSCA,,,,
6/11/2020,19,45,0,1,32,MOSCA,,,,
7/11/2020,9,29,1,0,26,ABEJA,,,,
7/11/2020,9,37,1,0,27,ABEJA,,,,
7/11/2020,9,38,1,0,27,ABEJA,,,,
7/11/2020,9,39,1,0,27,ABEJA,,,,
7/11/2020,9,39,1,0,27,ABEJA,,,,
7/11/2020,9,41,1,0,27,ABEJA,,,,
7/11/2020,9,44,2,0,27,ABEJA,,,,
7/11/2020,9,45,1,0,27,ABEJA,,,,
7/11/2020,9,45,1,0,27,ABEJA,,,,
7/11/2020,9,46,1,0,27,ABEJA,,,,
7/11/2020,9,46,1,0,27,ABEJA,,,,
7/11/2020,9,47,1,0,27,ABEJA,,,,
7/11/2020,9,48,1,0,27,ABEJA,,,,
7/11/2020,9,55,2,0,28,ABEJA,,,,
7/11/2020,9,56,1,0,28,ABEJA,,,,
7/11/2020,10,1,1,0,28,ABEJA,,,,
7/11/2020,10,2,1,0,28,ABEJA,,,,
7/11/2020,10,2,2,0,28,ABEJA,,,,
7/11/2020,10,3,1,0,28,ABEJA,,,,
7/11/2020,10,4,1,0,28,ABEJA,,,,
7/11/2020,10,13,1,0,28,ABEJA,,,,
7/11/2020,10,28,1,0,29,ABEJA,,,,
7/11/2020,10,28,1,0,29,ABEJA,,,,
7/11/2020,10,29,1,0,29,ABEJA,,,,
7/11/2020,10,30,1,0,29,ABEJA,,,,
7/11/2020,10,30,1,0,29,ABEJA,,,,
7/11/2020,10,31,1,0,29,ABEJA,,,,
7/11/2020,10,31,1,0,29,ABEJA,,,,
7/11/2020,10,35,1,0,29,ABEJA,,,,
7/11/2020,10,39,1,0,30,ABEJA,,,,
7/11/2020,10,41,1,0,30,ABEJA,,,,
7/11/2020,10,41,1,0,30,ABEJA,,,,
7/11/2020,10,42,1,0,30,ABEJA,,,,
7/11/2020,10,45,1,0,30,ABEJA,,,,
7/11/2020,10,45,1,0,30,ABEJA,,,,
7/11/2020,10,47,1,0,30,ABEJA,,,,
7/11/2020,10,50,1,0,30,ABEJA,,,,
7/11/2020,10,51,1,0,30,ABEJA,,,,
7/11/2020,10,52,2,0,30,ABEJA,,,,
7/11/2020,10,52,1,0,30,ABEJA,,,,
7/11/2020,10,56,1,0,30,ABEJA,,,,
7/11/2020,10,59,1,0,31,ABEJA,,,,
7/11/2020,11,0,1,0,31,ABEJA,,,,
7/11/2020,11,0,1,0,31,ABEJA,,,,
7/11/2020,11,1,1,0,31,ABEJA,,,,
7/11/2020,11,2,1,0,31,ABEJA,,,,
7/11/2020,11,2,2,0,31,ABEJA,,,,
7/11/2020,11,3,2,0,31,ABEJA,,,,
7/11/2020,11,4,1,0,31,ABEJA,,,,
7/11/2020,11,4,1,0,31,ABEJA,,,,
7/11/2020,11,5,1,0,31,ABEJA,,,,
7/11/2020,11,6,1,0,31,ABEJA,,,,
7/11/2020,11,10,1,0,31,ABEJA,,,,
7/11/2020,11,10,1,0,31,ABEJA,,,,
7/11/2020,11,11,2,0,31,ABEJA,,,,
7/11/2020,11,11,2,0,31,ABEJA,,,,
7/11/2020,11,12,2,0,31,ABEJA,,,,
7/11/2020,11,12,1,0,31,ABEJA,,,,
7/11/2020,11,13,1,0,31,ABEJA,,,,
7/11/2020,11,14,2,0,31,ABEJA,,,,
7/11/2020,11,14,2,0,31,ABEJA,,,,
7/11/2020,11,19,1,0,31,ABEJA,,,,
7/11/2020,11,21,1,0,31,ABEJA,,,,
7/11/2020,11,22,1,0,31,ABEJA,,,,
7/11/2020,11,22,1,0,31,ABEJA,,,,
7/11/2020,11,23,1,0,31,ABEJA,,,,
7/11/2020,11,24,1,0,31,ABEJA,,,,
7/11/2020,11,24,1,0,31,ABEJA,,,,
7/11/2020,11,25,1,0,31,ABEJA,,,,
7/11/2020,11,26,1,0,31,ABEJA,,,,
7/11/2020,11,29,1,0,31,ABEJA,,,,
7/11/2020,11,34,1,0,32,ABEJA,,,,
7/11/2020,11,35,1,0,32,ABEJA,,,,
7/11/2020,11,36,1,0,32,ABEJA,,,,
7/11/2020,11,36,1,0,32,ABEJA,,,,
7/11/2020,11,37,1,0,32,ABEJA,,,,
7/11/2020,11,37,1,0,32,ABEJA,,,,
7/11/2020,11,39,1,0,32,ABEJA,,,,
7/11/2020,11,44,1,0,32,ABEJA,,,,
7/11/2020,11,44,1,0,32,ABEJA,,,,
7/11/2020,11,54,1,0,33,ABEJA,,,,
7/11/2020,11,59,1,0,33,ABEJA,,,,
7/11/2020,11,59,1,0,33,ABEJA,,,,
7/11/2020,12,0,1,0,33,ABEJA,,,,
7/11/2020,12,0,1,0,33,ABEJA,,,,
7/11/2020,12,1,1,0,33,ABEJA,,,,
7/11/2020,12,3,1,0,33,ABEJA,,,,
7/11/2020,12,4,2,0,33,ABEJA,,,,
7/11/2020,12,4,1,0,33,ABEJA,,,,
7/11/2020,12,5,1,0,33,ABEJA,,,,
7/11/2020,12,9,1,0,33,ABEJA,,,,
7/11/2020,12,11,1,0,33,ABEJA,,,,
7/11/2020,12,16,1,0,34,ABEJA,,,,
7/11/2020,12,17,1,0,34,ABEJA,,,,
7/11/2020,12,19,1,0,34,ABEJA,,,,
7/11/2020,12,19,2,0,34,ABEJA,,,,
7/11/2020,12,20,1,0,34,ABEJA,,,,
7/11/2020,12,20,1,0,34,ABEJA,,,,
7/11/2020,12,22,1,0,34,ABEJA,,,,
7/11/2020,12,23,1,0,34,ABEJA,,,,
7/11/2020,12,23,1,0,34,ABEJA,,,,
7/11/2020,12,24,1,0,34,ABEJA,,,,
7/11/2020,12,25,1,0,34,ABEJA,,,,
7/11/2020,12,26,1,0,34,ABEJA,,,,
7/11/2020,12,35,1,0,34,ABEJA,,,,
7/11/2020,12,35,1,0,34,ABEJA,,,,
7/11/2020,12,36,1,0,34,ABEJA,,,,
7/11/2020,12,37,1,0,34,ABEJA,,,,
7/11/2020,12,38,1,0,34,ABEJA,,,,
7/11/2020,12,38,1,0,34,ABEJA,,,,
7/11/2020,12,39,1,0,34,ABEJA,,,,
7/11/2020,12,40,2,0,34,ABEJA,,,,
7/11/2020,12,40,1,0,34,ABEJA,,,,
7/11/2020,12,41,1,0,34,ABEJA,,,,
7/11/2020,12,46,1,0,35,ABEJA,,,,
7/11/2020,12,47,1,0,35,ABEJA,,,,
7/11/2020,12,48,1,0,35,ABEJA,,,,
7/11/2020,12,50,1,0,35,ABEJA,,,,
7/11/2020,12,50,1,0,35,ABEJA,,,,
7/11/2020,12,51,1,0,35,ABEJA,,,,
7/11/2020,12,52,1,0,35,ABEJA,,,,
7/11/2020,12,52,1,0,35,ABEJA,,,,
7/11/2020,12,54,2,0,35,ABEJA,,,,
7/11/2020,12,54,1,0,35,ABEJA,,,,
7/11/2020,12,55,1,0,35,ABEJA,,,,
7/11/2020,12,55,1,0,35,ABEJA,,,,
7/11/2020,12,56,1,0,35,ABEJA,,,,
7/11/2020,12,56,2,0,35,ABEJA,,,,
7/11/2020,12,57,1,0,35,ABEJA,,,,
7/11/2020,13,3,1,0,35,ABEJA,,,,
7/11/2020,13,5,2,0,35,ABEJA,,,,
7/11/2020,13,5,1,0,35,ABEJA,,,,
7/11/2020,13,8,1,0,35,ABEJA,,,,
7/11/2020,13,10,2,0,35,ABEJA,,,,
7/11/2020,13,11,1,0,35,ABEJA,,,,
7/11/2020,13,11,1,0,35,ABEJA,,,,
7/11/2020,13,13,1,0,35,ABEJA,,,,
7/11/2020,13,19,1,0,36,ABEJA,,,,
7/11/2020,13,21,1,0,36,ABEJA,,,,
7/11/2020,13,22,1,0,36,ABEJA,,,,
7/11/2020,13,23,2,0,36,ABEJA,,,,
7/11/2020,13,23,1,0,36,ABEJA,,,,
7/11/2020,13,24,1,0,36,ABEJA,,,,
7/11/2020,13,26,2,0,36,ABEJA,,,,
7/11/2020,13,27,1,0,36,ABEJA,,,,
7/11/2020,13,28,1,0,36,ABEJA,,,,
7/11/2020,13,28,1,0,36,ABEJA,,,,
7/11/2020,13,32,1,0,36,ABEJA,,,,
7/11/2020,13,32,1,0,36,ABEJA,,,,
7/11/2020,13,33,1,0,36,ABEJA,,,,
7/11/2020,13,39,3,0,36,ABEJA,,,,
7/11/2020,13,40,1,0,36,ABEJA,,,,
7/11/2020,13,40,1,0,36,ABEJA,,,,
7/11/2020,13,41,1,0,36,ABEJA,,,,
7/11/2020,13,41,1,0,36,ABEJA,,,,
7/11/2020,13,43,1,0,36,ABEJA,,,,
7/11/2020,13,44,1,0,36,ABEJA,,,,
7/11/2020,13,46,2,0,37,ABEJA,,,,
7/11/2020,13,48,1,0,37,ABEJA,,,,
7/11/2020,13,51,3,0,37,ABEJA,,,,
7/11/2020,13,52,2,0,37,ABEJA,,,,
7/11/2020,13,52,1,0,37,ABEJA,,,,
7/11/2020,13,53,1,0,37,ABEJA,,,,
7/11/2020,13,53,1,0,37,ABEJA,,,,
7/11/2020,13,54,1,0,37,ABEJA,,,,
7/11/2020,13,55,1,0,37,ABEJA,,,,
7/11/2020,13,55,1,0,37,ABEJA,,,,
7/11/2020,13,57,1,0,37,ABEJA,,,,
7/11/2020,13,58,1,0,37,ABEJA,,,,
7/11/2020,13,58,1,0,37,ABEJA,,,,
7/11/2020,13,59,2,0,37,ABEJA,,,,
7/11/2020,14,1,1,0,37,ABEJA,,,,
7/11/2020,14,2,1,0,37,ABEJA,,,,
7/11/2020,14,5,1,0,37,ABEJA,,,,
7/11/2020,14,6,1,0,37,ABEJA,,,,
7/11/2020,14,7,1,0,37,ABEJA,,,,
7/11/2020,14,7,1,0,37,ABEJA,,,,
7/11/2020,14,9,1,0,37,ABEJA,,,,
7/11/2020,14,9,1,0,37,ABEJA,,,,
7/11/2020,14,10,1,0,37,ABEJA,,,,
7/11/2020,14,13,2,0,37,ABEJA,,,,
7/11/2020,14,14,1,0,37,ABEJA,,,,
7/11/2020,14,15,2,0,38,ABEJA,,,,
7/11/2020,14,19,1,0,38,ABEJA,,,,
7/11/2020,14,19,1,0,38,ABEJA,,,,
7/11/2020,14,20,1,0,38,ABEJA,,,,
7/11/2020,14,20,1,0,38,ABEJA,,,,
7/11/2020,14,21,2,0,38,ABEJA,,,,
7/11/2020,14,21,2,0,38,ABEJA,,,,
7/11/2020,14,23,1,0,38,ABEJA,,,,
7/11/2020,14,24,1,0,38,ABEJA,,,,
7/11/2020,14,25,1,0,38,ABEJA,,,,
7/11/2020,14,26,2,0,38,ABEJA,,,,
7/11/2020,14,27,1,0,38,ABEJA,,,,
7/11/2020,14,30,1,0,38,ABEJA,,,,
7/11/2020,14,31,2,0,38,ABEJA,,,,
7/11/2020,14,32,2,0,38,ABEJA,,,,
7/11/2020,14,33,2,0,38,ABEJA,,,,
7/11/2020,14,33,1,0,38,ABEJA,,,,
7/11/2020,14,34,1,0,38,ABEJA,,,,
7/11/2020,14,35,2,0,38,ABEJA,,,,
7/11/2020,14,36,1,0,38,ABEJA,,,,
7/11/2020,14,37,1,0,38,ABEJA,,,,
7/11/2020,14,38,1,0,38,ABEJA,,,,
7/11/2020,14,40,1,0,38,ABEJA,,,,
7/11/2020,14,40,1,0,38,ABEJA,,,,
7/11/2020,14,41,2,0,38,ABEJA,,,,
7/11/2020,14,42,1,0,38,ABEJA,,,,
7/11/2020,14,43,2,0,38,ABEJA,,,,
7/11/2020,14,43,2,0,38,ABEJA,,,,
7/11/2020,14,44,1,0,38,ABEJA,,,,
7/11/2020,14,45,1,0,38,ABEJA,,,,
7/11/2020,14,46,1,0,38,ABEJA,,,,
7/11/2020,14,47,1,0,38,ABEJA,,,,
7/11/2020,14,48,1,0,38,ABEJA,,,,
7/11/2020,14,49,1,0,38,ABEJA,,,,
7/11/2020,14,50,1,0,38,ABEJA,,,,
7/11/2020,14,50,1,0,38,ABEJA,,,,
7/11/2020,14,51,1,0,38,ABEJA,,,,
7/11/2020,14,57,1,0,38,ABEJA,,,,
7/11/2020,14,58,1,0,39,ABEJA,,,,
7/11/2020,14,59,1,0,39,ABEJA,,,,
7/11/2020,15,1,1,0,39,ABEJA,,,,
7/11/2020,15,2,1,0,39,ABEJA,,,,
7/11/2020,15,4,1,0,39,ABEJA,,,,
7/11/2020,15,5,1,0,39,ABEJA,,,,
7/11/2020,15,5,1,0,39,ABEJA,,,,
7/11/2020,15,6,1,0,39,ABEJA,,,,
7/11/2020,15,6,1,0,39,ABEJA,,,,
7/11/2020,15,7,1,0,39,ABEJA,,,,
7/11/2020,15,8,1,0,39,ABEJA,,,,
7/11/2020,15,8,1,0,39,ABEJA,,,,
7/11/2020,15,10,1,0,39,ABEJA,,,,
7/11/2020,15,11,1,0,39,ABEJA,,,,
7/11/2020,15,19,2,0,39,ABEJA,,,,
7/11/2020,15,20,2,0,39,ABEJA,,,,
7/11/2020,15,20,1,0,39,ABEJA,,,,
7/11/2020,15,21,1,0,39,ABEJA,,,,
7/11/2020,15,21,2,0,39,ABEJA,,,,
7/11/2020,15,22,1,0,39,ABEJA,,,,
7/11/2020,15,22,3,0,39,ABEJA,,,,
7/11/2020,15,23,1,0,39,ABEJA,,,,
7/11/2020,15,26,1,0,39,ABEJA,,,,
7/11/2020,15,27,1,0,39,ABEJA,,,,
7/11/2020,15,28,1,0,39,ABEJA,,,,
7/11/2020,15,28,1,0,39,ABEJA,,,,
7/11/2020,15,29,1,0,39,ABEJA,,,,
7/11/2020,15,29,1,0,39,ABEJA,,,,
7/11/2020,15,30,1,0,39,ABEJA,,,,
7/11/2020,15,31,1,0,39,ABEJA,,,,
7/11/2020,15,35,1,0,40,ABEJA,,,,
7/11/2020,15,36,1,0,40,ABEJA,,,,
7/11/2020,15,37,1,0,40,ABEJA,,,,
7/11/2020,15,37,1,0,40,ABEJA,,,,
7/11/2020,15,38,2,0,40,ABEJA,,,,
7/11/2020,15,38,1,0,40,ABEJA,,,,
7/11/2020,15,39,1,0,40,ABEJA,,,,
7/11/2020,15,39,2,0,40,ABEJA,,,,
7/11/2020,15,40,2,0,40,ABEJA,,,,
7/11/2020,15,40,1,0,40,ABEJA,,,,
7/11/2020,15,43,1,0,40,ABEJA,,,,
7/11/2020,15,45,1,0,40,ABEJA,,,,
7/11/2020,15,45,1,0,40,ABEJA,,,,
7/11/2020,15,46,1,0,40,ABEJA,,,,
7/11/2020,15,47,1,0,40,ABEJA,,,,
7/11/2020,15,48,1,0,40,ABEJA,,,,
7/11/2020,15,48,1,0,40,ABEJA,,,,
7/11/2020,15,49,1,0,40,ABEJA,,,,
7/11/2020,15,50,1,0,40,ABEJA,,,,
7/11/2020,15,51,1,0,39,ABEJA,,,,
7/11/2020,15,52,1,0,39,ABEJA,,,,
7/11/2020,15,52,1,0,39,ABEJA,,,,
7/11/2020,15,56,1,0,39,ABEJA,,,,
7/11/2020,15,57,1,0,39,ABEJA,,,,
7/11/2020,16,0,1,0,39,ABEJA,,,,
7/11/2020,16,0,1,0,39,ABEJA,,,,
7/11/2020,16,1,1,0,39,ABEJA,,,,
7/11/2020,16,1,1,0,39,ABEJA,,,,
7/11/2020,16,2,1,0,39,ABEJA,,,,
7/11/2020,16,2,1,0,39,ABEJA,,,,
7/11/2020,16,3,2,0,39,ABEJA,,,,
7/11/2020,16,4,2,0,39,ABEJA,,,,
7/11/2020,16,4,3,0,39,ABEJA,,,,
7/11/2020,16,5,2,0,39,ABEJA,,,,
7/11/2020,16,5,2,0,39,ABEJA,,,,
7/11/2020,16,6,2,0,39,ABEJA,,,,
7/11/2020,16,7,1,0,39,ABEJA,,,,
7/11/2020,16,8,2,0,39,ABEJA,,,,
7/11/2020,16,8,1,0,39,ABEJA,,,,
7/11/2020,16,9,1,0,39,ABEJA,,,,
7/11/2020,16,10,1,0,39,ABEJA,,,,
7/11/2020,16,12,1,0,39,ABEJA,,,,
7/11/2020,16,13,1,0,39,ABEJA,,,,
7/11/2020,16,13,2,0,39,ABEJA,,,,
7/11/2020,16,15,1,0,39,ABEJA,,,,
7/11/2020,16,16,1,0,39,ABEJA,,,,
7/11/2020,16,17,1,0,39,ABEJA,,,,
7/11/2020,16,20,1,0,39,ABEJA,,,,
7/11/2020,16,21,1,0,39,ABEJA,,,,
7/11/2020,16,23,1,0,39,ABEJA,,,,
7/11/2020,16,24,1,0,39,ABEJA,,,,
7/11/2020,16,25,1,0,39,ABEJA,,,,
7/11/2020,16,28,1,0,39,ABEJA,,,,
7/11/2020,16,29,1,0,39,ABEJA,,,,
7/11/2020,16,29,1,0,39,ABEJA,,,,
7/11/2020,16,30,1,0,39,ABEJA,,,,
7/11/2020,16,31,1,0,39,ABEJA,,,,
7/11/2020,16,33,1,0,39,ABEJA,,,,
7/11/2020,16,36,1,0,40,ABEJA,,,,
7/11/2020,16,37,1,0,40,ABEJA,,,,
7/11/2020,16,38,1,0,40,ABEJA,,,,
7/11/2020,16,38,1,0,40,ABEJA,,,,
7/11/2020,16,42,1,0,40,ABEJA,,,,
7/11/2020,16,47,1,0,40,ABEJA,,,,
7/11/2020,16,48,1,0,40,ABEJA,,,,
7/11/2020,16,48,1,0,40,ABEJA,,,,
7/11/2020,16,49,1,0,40,ABEJA,,,,
7/11/2020,16,49,1,0,40,ABEJA,,,,
7/11/2020,16,55,1,0,41,ABEJA,,,,
7/11/2020,16,56,1,0,41,ABEJA,,,,
7/11/2020,16,57,1,0,41,ABEJA,,,,
7/11/2020,16,57,1,0,41,ABEJA,,,,
7/11/2020,16,58,1,0,41,ABEJA,,,,
7/11/2020,17,3,1,0,41,ABEJA,,,,
7/11/2020,17,4,2,0,41,ABEJA,,,,
7/11/2020,17,5,1,0,41,ABEJA,,,,
7/11/2020,17,6,1,0,41,ABEJA,,,,
7/11/2020,17,6,1,0,41,ABEJA,,,,
7/11/2020,17,7,2,0,41,ABEJA,,,,
7/11/2020,17,7,1,0,41,ABEJA,,,,
7/11/2020,17,10,1,0,41,ABEJA,,,,
7/11/2020,17,12,1,0,41,ABEJA,,,,
7/11/2020,17,12,1,0,41,ABEJA,,,,
7/11/2020,17,13,2,0,41,ABEJA,,,,
7/11/2020,17,14,1,0,41,ABEJA,,,,
7/11/2020,17,14,1,0,41,ABEJA,,,,
7/11/2020,17,15,1,0,41,ABEJA,,,,
7/11/2020,17,16,2,0,41,ABEJA,,,,
7/11/2020,17,16,1,0,41,ABEJA,,,,
7/11/2020,17,17,1,0,41,ABEJA,,,,
7/11/2020,17,18,1,0,41,ABEJA,,,,
7/11/2020,17,18,1,0,41,ABEJA,,,,
7/11/2020,17,19,1,0,41,ABEJA,,,,
7/11/2020,17,20,1,0,41,ABEJA,,,,
7/11/2020,17,20,2,0,41,ABEJA,,,,
7/11/2020,17,23,1,0,42,ABEJA,,,,
7/11/2020,17,24,1,0,42,ABEJA,,,,
7/11/2020,17,24,2,0,42,ABEJA,,,,
7/11/2020,17,25,2,0,42,ABEJA,,,,
7/11/2020,17,25,1,0,42,ABEJA,,,,
7/11/2020,17,26,1,0,42,ABEJA,,,,
7/11/2020,17,28,1,0,42,ABEJA,,,,
7/11/2020,17,28,1,0,42,ABEJA,,,,
7/11/2020,17,29,1,0,42,ABEJA,,,,
7/11/2020,17,29,2,0,42,ABEJA,,,,
7/11/2020,17,30,1,0,42,ABEJA,,,,
7/11/2020,17,31,2,0,42,ABEJA,,,,
7/11/2020,17,31,2,0,42,ABEJA,,,,
7/11/2020,17,32,1,0,42,ABEJA,,,,
7/11/2020,17,32,2,0,42,ABEJA,,,,
7/11/2020,17,33,1,0,42,ABEJA,,,,
7/11/2020,17,34,1,0,42,ABEJA,,,,
7/11/2020,17,35,1,0,42,ABEJA,,,,
7/11/2020,17,37,2,0,42,ABEJA,,,,
7/11/2020,17,43,1,0,42,ABEJA,,,,
7/11/2020,17,44,1,0,42,ABEJA,,,,
7/11/2020,17,47,1,0,42,ABEJA,,,,
7/11/2020,17,47,1,0,42,ABEJA,,,,
7/11/2020,17,48,1,0,42,ABEJA,,,,
7/11/2020,17,48,1,0,42,ABEJA,,,,
7/11/2020,17,49,1,0,42,ABEJA,,,,
7/11/2020,17,50,1,0,42,ABEJA,,,,
7/11/2020,17,51,1,0,42,ABEJA,,,,
7/11/2020,17,51,2,0,42,ABEJA,,,,
7/11/2020,17,52,1,0,42,ABEJA,,,,
7/11/2020,17,52,2,0,42,ABEJA,,,,
7/11/2020,17,53,2,0,42,ABEJA,,,,
7/11/2020,17,53,1,0,42,ABEJA,,,,
7/11/2020,17,54,1,0,42,ABEJA,,,,
7/11/2020,17,56,1,0,42,ABEJA,,,,
7/11/2020,17,59,1,0,42,ABEJA,,,,
7/11/2020,18,0,1,0,42,ABEJA,,,,
7/11/2020,18,0,2,0,42,ABEJA,,,,
7/11/2020,18,2,1,0,42,ABEJA,,,,
7/11/2020,18,2,1,0,42,ABEJA,,,,
7/11/2020,18,3,2,0,42,ABEJA,,,,
7/11/2020,18,3,1,0,42,ABEJA,,,,
7/11/2020,18,4,1,0,42,ABEJA,,,,
7/11/2020,18,6,1,0,42,ABEJA,,,,
7/11/2020,18,7,1,0,42,ABEJA,,,,
7/11/2020,18,7,1,0,42,ABEJA,,,,
7/11/2020,18,8,1,0,42,ABEJA,,,,
7/11/2020,18,9,1,0,42,ABEJA,,,,
7/11/2020,18,9,2,0,42,ABEJA,,,,
7/11/2020,18,10,1,0,42,ABEJA,,,,
7/11/2020,18,11,1,0,42,ABEJA,,,,
